2025-03-28 09:59:45,1908.85
2025-03-28 10:04:45,1907.02
2025-03-28 10:51:17,1910.18
2025-03-28 10:56:17,1909.54
2025-03-28 11:01:17,1906.67
2025-03-28 11:06:18,1907
2025-03-28 11:11:18,1906.39
2025-03-28 11:16:18,1905.84
2025-03-28 11:21:18,1909.66
2025-03-28 11:26:18,1918.56
2025-03-28 11:31:18,1900.88
2025-03-28 11:36:19,1894.04
2025-03-28 11:41:19,1893.1
2025-03-28 11:46:19,1895.15
2025-03-28 11:51:19,1897.02
2025-03-28 11:56:19,1902.22
2025-03-28 12:01:20,1899.96
2025-03-28 12:06:20,1898.65
2025-03-28 12:11:20,1896.15
2025-03-28 12:16:20,1893.67
2025-03-28 12:21:20,1891.06
2025-03-28 12:26:21,1890.28
2025-03-28 12:31:21,1893.04
2025-03-28 12:36:21,1886.56
